OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteVolume,TradeCount,TakerBuyBaseVolume,TakerBuyQuoteVolume
2019-09-17 10:41:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:41:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:42:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:42:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:43:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:43:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:44:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:44:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:45:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:45:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:46:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:46:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:47:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:47:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:48:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:48:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:49:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:49:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:50:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:50:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:51:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:51:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:52:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:52:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:53:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:53:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:54:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:54:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:55:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:55:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:56:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:56:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:57:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:57:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:58:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:58:59,0.0000,0,0.00000000,0.0000
2019-09-17 10:59:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 10:59:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:00:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:00:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:01:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:01:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:02:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:02:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:03:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:03:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:04:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:04:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:05:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:05:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:06:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:06:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:07:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:07:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:08:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:08:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:09:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:09:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:10:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:10:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:11:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:11:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:12:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:12:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:13:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:13:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:14:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:14:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:15:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:15:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:16:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:16:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:17:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:17:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:18:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:18:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:19:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:19:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:20:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:20:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:21:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:21:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:22:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:22:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:23:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:23:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:24:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:24:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:25:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:25:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:26:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:26:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:27:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:27:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:28:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:28:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:29:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:29:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:30:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:30:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:31:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:31:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:32:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:32:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:33:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:33:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:34:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:34:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:35:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:35:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:36:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:36:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:37:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:37:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:38:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:38:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:39:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:39:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:40:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:40:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:41:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:41:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:42:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:42:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:43:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:43:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:44:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:44:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:45:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:45:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:46:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:46:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:47:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:47:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:48:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:48:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:49:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:49:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:50:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:50:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:51:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:51:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:52:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:52:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:53:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:53:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:54:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:54:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:55:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:55:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:56:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:56:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:57:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:57:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:58:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:58:59,0.0000,0,0.00000000,0.0000
2019-09-17 11:59:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 11:59:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:00:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:00:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:01:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:01:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:02:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:02:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:03:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:03:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:04:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:04:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:05:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:05:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:06:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:06:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:07:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:07:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:08:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:08:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:09:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:09:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:10:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:10:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:11:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:11:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:12:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:12:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:13:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:13:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:14:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:14:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:15:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:15:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:16:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:16:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:17:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:17:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:18:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:18:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:19:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:19:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:20:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:20:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:21:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:21:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:22:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:22:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:23:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:23:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:24:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:24:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:25:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:25:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:26:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:26:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:27:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:27:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:28:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:28:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:29:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:29:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:30:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:30:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:31:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:31:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:32:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:32:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:33:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:33:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:34:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:34:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:35:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:35:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:36:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:36:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:37:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:37:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:38:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:38:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:39:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:39:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:40:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:40:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:41:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:41:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:42:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:42:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:43:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:43:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:44:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:44:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:45:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:45:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:46:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:46:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:47:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:47:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:48:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:48:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:49:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:49:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:50:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:50:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:51:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:51:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:52:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:52:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:53:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:53:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:54:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:54:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:55:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:55:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:56:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:56:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:57:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:57:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:58:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:58:59,0.0000,0,0.00000000,0.0000
2019-09-17 12:59:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 12:59:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:00:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:00:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:01:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:01:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:02:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:02:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:03:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:03:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:04:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:04:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:05:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:05:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:06:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:06:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:07:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:07:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:08:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:08:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:09:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:09:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:10:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:10:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:11:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:11:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:12:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:12:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:13:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:13:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:14:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:14:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:15:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:15:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:16:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:16:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:17:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:17:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:18:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:18:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:19:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:19:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:20:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:20:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:21:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:21:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:22:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:22:59,0.0000,0,0.00000000,0.0000
2019-09-17 13:23:00,10170.0000,10170.0000,10170.0000,10170.0000,0.00000000,2019-09-17 13:23:59,0.0000,0,0.00000000,0.0000
